Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR14514334,2021-05-14 22:29:37,2021-05-14 22:07:06,30495073,6099014600,30495073,200,1904,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514334/SRR14514334.lite.1,SRX10859848,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955324,SAMN19129776,simple,9606,Homo sapiens,GSM5293050,,,,,,,no,,,,,GEO,SRA1231583,,public,D42A6CE7746AFF78085198AF44EAE499,5B3489089FAA857505D51BC302FE1502
SRR14514335,2021-05-14 22:29:37,2021-05-14 22:06:47,32443993,6488798600,32443993,200,1995,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514335/SRR14514335.lite.1,SRX10859849,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955325,SAMN19129745,simple,9606,Homo sapiens,GSM5293051,,,,,,,no,,,,,GEO,SRA1231583,,public,11C85AD1C0360BAFA0B49C713F3A74E0,904CEB13EEE98C9AD1D06DE6969FA411
SRR14514336,2021-05-14 22:29:37,2021-05-14 22:10:50,39026166,7805233200,39026166,200,2421,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514336/SRR14514336.lite.1,SRX10859850,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955326,SAMN19129744,simple,9606,Homo sapiens,GSM5293052,,,,,,,no,,,,,GEO,SRA1231583,,public,CF44F5C1674B85B9195ABF8467816A53,9E58940C1566FBC487B7161FEEE94F32
SRR14514337,2021-05-14 22:29:37,2021-05-14 22:05:36,35130537,7026107400,35130537,200,2198,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514337/SRR14514337.lite.1,SRX10859851,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955327,SAMN19129743,simple,9606,Homo sapiens,GSM5293053,,,,,,,no,,,,,GEO,SRA1231583,,public,DAC6AEE7F49D10D1A3794DAC7CC79A03,FBB432A871E8A50ED1A31747FE0F9B7B
SRR14514338,2021-05-14 22:29:37,2021-05-14 22:06:57,30459221,6091844200,30459221,200,1913,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514338/SRR14514338.lite.1,SRX10859852,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955328,SAMN19129742,simple,9606,Homo sapiens,GSM5293054,,,,,,,no,,,,,GEO,SRA1231583,,public,62585AB0DFEFB6CC1B7ABC53EBC04857,2F33C85DBDEAB22066DBAB1FB206EE23
SRR14514339,2021-05-14 22:29:37,2021-05-14 22:05:17,24232787,4846557400,24232787,200,1524,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514339/SRR14514339.lite.1,SRX10859853,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955329,SAMN19129741,simple,9606,Homo sapiens,GSM5293055,,,,,,,no,,,,,GEO,SRA1231583,,public,7F2DEBD0C2B5BCABC72187409851A83F,805432191AFDC6C75EF30133AAD46785
SRR14514340,2021-05-14 22:29:37,2021-05-14 22:06:05,29497491,5899498200,29497491,200,1848,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514340/SRR14514340.lite.1,SRX10859854,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955330,SAMN19129740,simple,9606,Homo sapiens,GSM5293056,,,,,,,no,,,,,GEO,SRA1231583,,public,719FECCC1EF4C3C6965B32D3BB26ADEA,2FBC22A08F79C430949B5097539BFA86
SRR14514341,2021-05-14 22:29:37,2021-05-14 22:07:13,26046363,5209272600,26046363,200,1636,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514341/SRR14514341.lite.1,SRX10859855,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955331,SAMN19129739,simple,9606,Homo sapiens,GSM5293057,,,,,,,no,,,,,GEO,SRA1231583,,public,13575EFBC386800BD0CF3FF9D576F137,9917EE2A29E0BE42956382632E6B8669
SRR14514342,2021-05-14 22:29:37,2021-05-14 22:05:05,22543489,4508697800,22543489,200,1419,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514342/SRR14514342.lite.1,SRX10859856,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955332,SAMN19129738,simple,9606,Homo sapiens,GSM5293058,,,,,,,no,,,,,GEO,SRA1231583,,public,0EC4B69F5A655F9FFA17414A355A35FF,7CFDD73722A63CF6798FA20DF5F46A4D
SRR14514343,2021-05-14 22:29:37,2021-05-14 22:06:04,34563717,6912743400,34563717,200,2177,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514343/SRR14514343.lite.1,SRX10859857,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955333,SAMN19129737,simple,9606,Homo sapiens,GSM5293059,,,,,,,no,,,,,GEO,SRA1231583,,public,5D0EA01163B4B83EB538848DEA8E2C41,257696E36555B7657F035E950B5E967F
SRR14514344,2021-05-14 22:29:37,2021-05-14 22:05:40,25810371,5162074200,25810371,200,1680,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514344/SRR14514344.lite.1,SRX10859858,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955334,SAMN19129736,simple,9606,Homo sapiens,GSM5293060,,,,,,,no,,,,,GEO,SRA1231583,,public,C334815899C02824AEB283976BA5F8C7,F25489AD8C10D63DEBD0CAA6E0597A7A
SRR14514345,2021-05-14 22:29:37,2021-05-14 22:08:44,35542251,7108450200,35542251,200,2208,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514345/SRR14514345.lite.1,SRX10859859,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955335,SAMN19129735,simple,9606,Homo sapiens,GSM5293061,,,,,,,no,,,,,GEO,SRA1231583,,public,898321E377513E6EED89F35CF5028631,F0FB3787152B1DC29A6D1D29779E5145
SRR14514346,2021-05-14 22:29:37,2021-05-14 22:05:14,25100669,5020133800,25100669,200,1583,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514346/SRR14514346.lite.1,SRX10859860,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955336,SAMN19129734,simple,9606,Homo sapiens,GSM5293062,,,,,,,no,,,,,GEO,SRA1231583,,public,ED8B881A5618248F0405980A11F8E39C,A6B590201E48474122D38E9C4B9C370C
SRR14514347,2021-05-14 22:29:37,2021-05-14 22:05:07,29018145,5803629000,29018145,200,1842,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514347/SRR14514347.lite.1,SRX10859861,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8959380,SAMN19129733,simple,9606,Homo sapiens,GSM5293063,,,,,,,no,,,,,GEO,SRA1231583,,public,3717E223FBCBE8FB011FBFF6E85E135D,A9C1EC839553E52824F7D91C3DC35C82
SRR14514348,2021-05-14 22:29:37,2021-05-14 22:06:26,27039713,5407942600,27039713,200,1698,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514348/SRR14514348.lite.1,SRX10859862,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955337,SAMN19129732,simple,9606,Homo sapiens,GSM5293064,,,,,,,no,,,,,GEO,SRA1231583,,public,D16A900508673E6DA4F171A1D44338E4,B486BB01EB174AAD3DE4ECF7BF7763E1
SRR14514349,2021-05-14 22:29:37,2021-05-14 21:58:32,4974645,994929000,4974645,200,317,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514349/SRR14514349.lite.1,SRX10859863,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955338,SAMN19129731,simple,9606,Homo sapiens,GSM5293065,,,,,,,no,,,,,GEO,SRA1231583,,public,1B958CC282CBF6B4A38C494342F6BB8E,B0DEF37762F82C2BC84B78CA3D213BA2
SRR14514350,2021-05-14 22:07:16,2021-05-14 22:03:27,20748845,4149769000,20748845,200,1295,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514350/SRR14514350.lite.1,SRX10859864,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955339,SAMN19129730,simple,9606,Homo sapiens,GSM5293066,,,,,,,no,,,,,GEO,SRA1231583,,public,FFD986E0C07979503FD1B3B02F685E7F,354C80DCB2A550B362FB8A64593AEC79
SRR14514351,2021-05-14 22:29:37,2021-05-14 22:08:15,35782317,7156463400,35782317,200,2267,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514351/SRR14514351.lite.1,SRX10859865,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955340,SAMN19129729,simple,9606,Homo sapiens,GSM5293067,,,,,,,no,,,,,GEO,SRA1231583,,public,F5211067BD3CEF6C1A0301B8613BA732,A303A822F23786A39E03C159726EF2AF
SRR14514252,2021-05-14 22:29:35,2021-05-14 21:55:51,22305107,4461021400,22305107,200,1432,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514252/SRR14514252.lite.1,SRX10859766,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955242,SAMN19129717,simple,9606,Homo sapiens,GSM5292968,,,,,,,no,,,,,GEO,SRA1231583,,public,041892B59624DB1FEAA3E32B2CC35E41,1970964DAD12F9D23590141E7394A4A0
SRR14514253,2021-05-14 22:29:35,2021-05-14 21:58:48,31214067,6242813400,31214067,200,1973,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514253/SRR14514253.lite.1,SRX10859767,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955243,SAMN19129716,simple,9606,Homo sapiens,GSM5292969,,,,,,,no,,,,,GEO,SRA1231583,,public,3AB1C51458FC575FDF692F14F58F1D4B,E774AFC7AD5A3D617E86CB06F3BACB2A
SRR14514254,2021-05-14 22:29:35,2021-05-14 21:57:43,30126151,6025230200,30126151,200,1871,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514254/SRR14514254.lite.1,SRX10859768,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955244,SAMN19129715,simple,9606,Homo sapiens,GSM5292970,,,,,,,no,,,,,GEO,SRA1231583,,public,46ADA1FB4C81595FE1149A3B0CB55063,D49EBEA9B7C95F74EB6AF15A0C8F6FF7
SRR14514255,2021-05-14 22:29:35,2021-05-14 21:59:05,26352927,5270585400,26352927,200,1675,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514255/SRR14514255.lite.1,SRX10859769,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955245,SAMN19129714,simple,9606,Homo sapiens,GSM5292971,,,,,,,no,,,,,GEO,SRA1231583,,public,FE1033FEC416F679137ECFD32AA758F7,4F4819DB592AF5BA3874F3D30885F670
SRR14514256,2021-05-14 22:29:35,2021-05-14 21:58:33,39195237,7839047400,39195237,200,2458,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514256/SRR14514256.lite.1,SRX10859770,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955246,SAMN19129713,simple,9606,Homo sapiens,GSM5292972,,,,,,,no,,,,,GEO,SRA1231583,,public,D53CBA2D5478E327FDF1B0DDB88525C1,00FC697CBF6166FFC2E4E2334A015DB6
SRR14514257,2021-05-14 22:29:35,2021-05-14 21:56:44,24572337,4914467400,24572337,200,1534,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514257/SRR14514257.lite.1,SRX10859771,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955247,SAMN19129712,simple,9606,Homo sapiens,GSM5292973,,,,,,,no,,,,,GEO,SRA1231583,,public,4AC4446964AED9702F3A9416394B6783,D3BEE2B26D5495F3F64E1C575C23E2E2
SRR14514258,2021-05-14 22:29:35,2021-05-14 22:00:32,41312478,8262495600,41312478,200,2556,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514258/SRR14514258.lite.1,SRX10859772,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955248,SAMN19129711,simple,9606,Homo sapiens,GSM5292974,,,,,,,no,,,,,GEO,SRA1231583,,public,A3F5E3524923676A09B7E192D13272DD,DF695290C55970458854B19D6E0BD722
SRR14514259,2021-05-14 22:29:35,2021-05-14 22:03:01,42023364,8404672800,42023364,200,2599,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514259/SRR14514259.lite.1,SRX10859773,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955250,SAMN19129710,simple,9606,Homo sapiens,GSM5292975,,,,,,,no,,,,,GEO,SRA1231583,,public,DC39817D978C96AA41851DEE5683EB5B,F8D5B79937F0AD1E91DFF10C3D4A0E12
SRR14514260,2021-05-14 22:29:35,2021-05-14 21:58:16,28956603,5791320600,28956603,200,1811,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514260/SRR14514260.lite.1,SRX10859774,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955249,SAMN19129709,simple,9606,Homo sapiens,GSM5292976,,,,,,,no,,,,,GEO,SRA1231583,,public,960C86001DFABEF5FD33555FB15B2E56,779647FA8BF7DB7E0251A769412C0D68
SRR14514261,2021-05-14 22:29:35,2021-05-14 21:59:25,32534087,6506817400,32534087,200,2041,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514261/SRR14514261.lite.1,SRX10859775,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955251,SAMN19129708,simple,9606,Homo sapiens,GSM5292977,,,,,,,no,,,,,GEO,SRA1231583,,public,F73ABF351119A72A4AAA88D868EAA37E,88DB0837E9906B315410F0D7349251BA
SRR14514262,2021-05-14 22:29:35,2021-05-14 21:54:33,21680301,4336060200,21680301,200,1348,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514262/SRR14514262.lite.1,SRX10859776,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955252,SAMN19129707,simple,9606,Homo sapiens,GSM5292978,,,,,,,no,,,,,GEO,SRA1231583,,public,F953D3FE2E3C3F484AC1BB4050E0D87E,51F962AA400722C45637BFEA4AE05865
SRR14514263,2021-05-14 22:29:35,2021-05-14 22:00:04,34277333,6855466600,34277333,200,2128,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514263/SRR14514263.lite.1,SRX10859777,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955253,SAMN19129706,simple,9606,Homo sapiens,GSM5292979,,,,,,,no,,,,,GEO,SRA1231583,,public,CAEFD43E027A05FF2A89872831E5C3E7,A2115E8C20C9357CBB3AEB6FDF6EC9B4
SRR14514264,2021-05-14 22:29:35,2021-05-14 21:56:42,24906132,4981226400,24906132,200,1590,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514264/SRR14514264.lite.1,SRX10859778,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955254,SAMN19129705,simple,9606,Homo sapiens,GSM5292980,,,,,,,no,,,,,GEO,SRA1231583,,public,A99E409E5DE5F00A96FC2DB3E4E6F61B,2C57CF7D435984A36083C947BF5D1ABE
SRR14514265,2021-05-14 22:29:35,2021-05-14 22:00:05,31967198,6393439600,31967198,200,2010,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514265/SRR14514265.lite.1,SRX10859779,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955258,SAMN19129704,simple,9606,Homo sapiens,GSM5292981,,,,,,,no,,,,,GEO,SRA1231583,,public,3F61D48774777438B429BE072483A999,F67EEB6A352FCDC3B5C516CA63A0B62D
SRR14514266,2021-05-14 22:29:35,2021-05-14 21:59:41,28381752,5676350400,28381752,200,1782,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514266/SRR14514266.lite.1,SRX10859780,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955256,SAMN19129703,simple,9606,Homo sapiens,GSM5292982,,,,,,,no,,,,,GEO,SRA1231583,,public,0D15EA05BB88C0FD8D041F970465FC3B,DF6A12D17E9ED27A426A0484787FC6FF
SRR14514267,2021-05-14 22:29:35,2021-05-14 21:59:36,28933627,5786725400,28933627,200,1812,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514267/SRR14514267.lite.1,SRX10859781,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955257,SAMN19129702,simple,9606,Homo sapiens,GSM5292983,,,,,,,no,,,,,GEO,SRA1231583,,public,FD5F1F68523C305159E774D02D43BF94,142451BF1A0579F3739D031DF8AABD9E
SRR14514268,2021-05-14 22:29:35,2021-05-14 22:00:25,29013523,5802704600,29013523,200,1822,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514268/SRR14514268.lite.1,SRX10859782,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955255,SAMN19129701,simple,9606,Homo sapiens,GSM5292984,,,,,,,no,,,,,GEO,SRA1231583,,public,BD69761465D10BBF483B1A999AB0753B,ABE09238C7355BC4DA6E9BC87B2DFDAB
SRR14514269,2021-05-14 22:29:35,2021-05-14 21:53:09,12565956,2513191200,12565956,200,802,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514269/SRR14514269.lite.1,SRX10859783,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955259,SAMN19129700,simple,9606,Homo sapiens,GSM5292985,,,,,,,no,,,,,GEO,SRA1231583,,public,20B6D9308F933A1E007CB52B1EE21BE9,1760301556968232A76A5B79B678FE7C
SRR14514270,2021-05-14 22:29:35,2021-05-14 22:02:23,36589910,7317982000,36589910,200,2305,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514270/SRR14514270.lite.1,SRX10859784,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955260,SAMN19129699,simple,9606,Homo sapiens,GSM5292986,,,,,,,no,,,,,GEO,SRA1231583,,public,F017D5231BF02269611A16F7A1A4FA7E,62B15B0B0AC622597A9E8FD741C3066F
SRR14514271,2021-05-14 22:29:35,2021-05-14 21:57:30,21662213,4332442600,21662213,200,1381,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514271/SRR14514271.lite.1,SRX10859785,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955261,SAMN19129698,simple,9606,Homo sapiens,GSM5292987,,,,,,,no,,,,,GEO,SRA1231583,,public,AF7DADE18D7217B549592BEDA81200FE,2C281B357E750DF3BEA7E2B0E06F5529
SRR14514272,2021-05-14 22:29:35,2021-05-14 21:59:33,30660868,6132173600,30660868,200,1927,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514272/SRR14514272.lite.1,SRX10859786,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955262,SAMN19129697,simple,9606,Homo sapiens,GSM5292988,,,,,,,no,,,,,GEO,SRA1231583,,public,C3BBCA2981F258A81C043F29EF7DA4B5,DE038E43DDBF14159AED3E3527DE824E
SRR14514273,2021-05-14 22:29:35,2021-05-14 21:59:53,29256662,5851332400,29256662,200,1845,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514273/SRR14514273.lite.1,SRX10859787,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955263,SAMN19129696,simple,9606,Homo sapiens,GSM5292989,,,,,,,no,,,,,GEO,SRA1231583,,public,02CB13622188A127BA08979DA24CAFDF,2DBCB2C4B2E62F22D003409315E641C5
SRR14514274,2021-05-14 22:29:35,2021-05-14 21:57:59,28244680,5648936000,28244680,200,1781,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514274/SRR14514274.lite.1,SRX10859788,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955264,SAMN19129695,simple,9606,Homo sapiens,GSM5292990,,,,,,,no,,,,,GEO,SRA1231583,,public,2B4302B3B1C6C275FC4163A7559D3C84,B47D2569A01A158BC6A0BB742D1D7F2E
SRR14514275,2021-05-14 22:29:35,2021-05-14 21:54:54,13288388,2657677600,13288388,200,845,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514275/SRR14514275.lite.1,SRX10859789,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955265,SAMN19129775,simple,9606,Homo sapiens,GSM5292991,,,,,,,no,,,,,GEO,SRA1231583,,public,92A617293507315734D32FB94DB5513F,5290CF87416FE13224DF94A8F5068F8F
SRR14514276,2021-05-14 22:29:35,2021-05-14 21:59:00,23045577,4609115400,23045577,200,1444,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514276/SRR14514276.lite.1,SRX10859790,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955266,SAMN19129774,simple,9606,Homo sapiens,GSM5292992,,,,,,,no,,,,,GEO,SRA1231583,,public,64EC8DC210F4E91D219A396486A41E6E,96DD7E0DFCC5ED8361AF69855F17661E
